text,label
Ese hombre ta en campaña todavia eso es populismo barato,
"No sé porque la gente siente la necesidad de criticarlo todo, acaso este hombre necesita hacer show mediático, sabiendo uno que desde antes de ser presidente ya tenía lo suyo 🤦🏽‍♀️🤦🏽‍♀️",
Esto es un Ejemplo ! 👏👏👏👏👏,
Excelente ejemplo. Eso es lo que se llama un servidor del pueblo Dominicano. Bravo señor presidente!!! Aplaudo su acción! 👏👏👏🙌🙌,
Con eso el va a bajar la comida y los conbustible que la gente se estan tirando de los puentes y edificios maltido abusador si cuando hipolito le llamaban la casa del terror alos supermercados como le llamaran ahora,
La primera potencia del mundo es china en hacer replica de todo y la segunda potencia es rep dominicana en copiar todo lo de otro pais en 99 por ciento de lo que se hace aqui es copia de otro pais .. Ay santo eso lo hace él presidente de mexico y ahora este. ... Como dice él dicho chita hace y él mono imita 😂😂😂😂,
Para mí Luis es una buena persona y trata de actuar correctamente. Que todos en su gobierno no sean iguales a él eso es otra cosa y parte del problema.,
"Que pienso yo, que el Dominicano nunca va a estar conforme hagan lo que hagan.🙄 que sí se van en un Jet privado, que derrochando el dinero del pueblo, y si es un vuelo comercial que es populismo y busca sonido como é leído por ahí 🤷‍♀️en fin no importa lo que el haga siempre encontrarán motivos para criticarlo...",
Cuanta honestidad❤❤️️,
Pero la torá se lo ha comido muy a pecho que yo no tienen sus botellas,
"Bueno, mi pregunta es, cual es el beneficio que tiene en pueblo de que el viaje en un vuelo comercial?. Se pagará la deuda pública, mejorará el sitem",
"La dos cosas, pero soy de los que opinan que todo precise te, este quien este en el poder tiene que tener un avión  presidencial",
"No termine la frase ,pero quise decir que el presidente abinader va por un buen camino en cuanto a la nación se refiere",
"No soy político, ni me gusta .",
Creo que el a diferencia de los demás presidentes está tratando de cumplir parte de sus promesas,
Un hombre que en tiempo de campagna viajaba en elicottero esto me save a populismo... para mi entender el PRM y el PLD están todos ligados la diferencia del PRM es que un partido nuevo que al final es el mismo PRD y están tratando de vender una buena imagen en lo que a la gente le pueda complacer pero detrás de cámara la película es otra.,
"Aquí como quiera hablan, no e escuchado a nadie hablar de los gastos que hicieron el grupo e sánganos que fue a las olimpiadas a pasear con lo cuarto del pobre ppd",
"Es que son mucha gente con las escoltas y todo eso sale caro como eatan los vuelos ahora, aunque deberia subirle un chin mas, por lo menos 1ra clase",
"@elantinoti así debería ser en todo, presidente, funcionarios públicos, senadores, diputados y todos los políticos deberían ser como un ciudadano común, ojalá no sea populismo y sea el inicia de un plan de austeridad real",
"Un gran gesto y ojalá muchos de los miembros del gabinete  hagan lo mismo, pero no es un tanto arriesgado que el Presidente de una nación viaje en un vuelo comercial?  Digo, por su seguridad.",
"A mi entender,  se habla tanto de esto ya que nunca en nuestra historia de país se había visto un Presidente y una Primera Dama tan humanos como todos y eso trae conmoción. Sólo digo Gracias Presidente y Primera Dama por dejar ver qué no son Dioses y que sólo son seres humanos con BUENA VOLUNTAD para su país!👏👏👏👏❤️❤️❤️❤️❤️❤️❤️❤️❤️",
Populismo al más alto nivel… tú sabes que el rancho está 🔥🔥🔥 y con esto para que la gente hable de humildad pues baja un poco lo de los narcos… una muy buena estrategia… igualito que López obrador de México lo hizo así mismo a poco tiempo de ser presidente!!! Pero lo que viene esta semana es bomba 💣 uiiiiiii ayayayaiiiii,
@supernenoman neno  callese y prenda un leño,
Mareo mareo mareo mareoooooooóoooóo😂😂,
A y B son correctas.,
Los del PLD viajaban en un avión privado,
Falacia y el país hiemdose abajo,
"Creo que esta super bien, incluso deberían exigir que sea así, un primera clase es suficiente, nosostros somos un país en desarrollo un avión privado es costoso y nuestro presidente no es como en Estados Unidos que lo matarían etc populismo o no está bien.",
Ambas!!!!?,
"Creo que la intención es buena, pero es una irresponsabilidad de seguridad nacional.",
Las dos cosas,
@evamariagot claro que no,
"Si, que lo hagan los senadores, diputados y Demas, no mi presidente, lo quiero viajando seguro. La Estringüli de sustituir a un presidente es mayor, sustituir a un senador o diputado? Con El dedo señalas que hay una rumba",
"Se puede montar en cualquier medio de transporte masivo, pero sus antecesores no se atreven y mucho menos su orgullo lo deja.",
Dando un ejemplo 👏👏👏,
Eso esta bien🙌🙌,
A lo mejor esos que aplauden les🥴 pagaron el vuelo. Ho son lambones gratuitos.,
@alexandrahquez muy bien por el,
@mr_grullon1791 hay lo dijo,
@giovannyherrera23 tranquilo que ya están fuera del gobierno ustedes tranquilo no se muevan mucho y duerman con ropa,
Nada cojiendo a la gente de idiota al igual que o hizo Dañino al principio para luego dar el tablazo bueno a este aus funcionarios están dando palos desde su comienzo 😂 y la gente es tan brutaaaaaaa,
Creo que es la primera vez que veo esto no todo hay que criticarlo,
Lo que yo se es que nos que iban en ese vuelo ✈️ iban más seguros que nadie 😂😂😂😂😂😂👏👏👏 bien por #luisabinaderpresidente 😍,
Pienso que se quiere identificar con la gente del pueblo haciendo lo que realmente hacemos los de clase media sin populismo. Aceptación 😍,
"Un PRESIDENTE debe portarse como un PRESIDENTE,máximo líder de una nación,debe velar por su seguridad y los de él que le rodea,en un AVIÓN COMERCIAL donde queda eso,él sentido con personas normales donde siempre aparece un LOCO cuando un PRESIDENTE o una CELEBRIDAD está ante el público.. Este es un país pobre,es cierto pero nuestro presiente debe andar aunque sea en un #Jets privado (alquilado) que ni avión llegan. La mejor humildad de un presidente es hacer un buen GOBIERNO y manejar su figura a la altura del máximo líder",
El viajó y ya. Gran cosa,
"Muy bien, él es un ser humano como cualquier otro, puede viajar en un vuelo comercial. Y sigue marcandole líneas  a sus funcionarios, pero igual,🤷‍♀️ ellos aún  no cogen la señal😂",
Que él es un ser humano común y corriente y está dando señales a sus funcionarios,
"El lo hace por austeridad. Para mi no es sorprendente, es una persona humilde y debe predicar con el ejemplo",
Que se mude en villa duarte ahora entonces 😅,
"Luego de ver todo lo que se gastaron en publicidad para rendir cuentas, todas las botellas que nuevas y las del PLD que siguen cobrando en los diferentes medios etc etc me parece populismo.",
Como quiera es malo! Si viaja en privado que miren cómo gasta el dinero en viajes privados!!! Lo que yo se es que Danilo no puede hacer eso porque le caen a pedra,
Humildad🙌,
Humildad !!! 👏👏👏,
"Primero pensé populismo.... Luego en las tantas veces que desde la galería de casa dije que eran gastos excesivos los costosos viajes de las autoridades y al final, quedé confundida, como dice mamá: Entre Luca y Juan Mejía.",
"Populismo completo , la posición de presidente no se debe relajar y deberían entender que eso no es donde están las diferencia . Que empiece a restringir gastos reales a su gabinete",
Excelente que no despilfarre,
🙌🙌👏,
Un mensaje fenomenal!!! ❤️,
"Creo q es la primera vez, q un presidente dominicano, viaja en un vuelo comercial. Excelente!!!",
Ahora es populismo por qué nuestro presidente es humilde esa fue una lección para los ladrones del PLD,
"Populismo, pues el cuando no era presidente seguro que nunca viajó en esa clase o en vuelos comerciales.",
"@greg.rodriguezj como quiera es malo! Si viaja en primera clase o en turista lo van a criticar como sea, el ejemplo está aquí. En lo personal lo veo bien.",
"Bien por el presidente, los demás funcionarios deben hacer lo propio.",
"Esto le llamo humildad por que como todos sabemos el presidente @luisabinader pudo haber viajado de otra manera, sea populismo o no aplaudo est iniciativa 👏👏👏@elantinoti",
"Pienso que por ser presidente de la Republica deberia por lo menos ir en primera clase. Es un derecho ganado, no un privilegio.",
"Entiendo que el debe ser humilde pero hay una responsabilidad mas alla de la humildad. Si a el le pasa algo, el pais se torna en caos.",
"Una personas que da a entender que los presidentes, funcionarios, legisladores, y demás no son Dioses. Excelente mi presidente..",
"Al final lo que siempre vemos es lo que gastan los políticos, el puede hacer lo que quiera mientras le dé un buen uso a mi dinero que pagó todos los días religiosamente",
"Lo que yo opine no importa igual que lo que los demás digan, los perremeistas diremos que eso está muy bien, pero la oposición dirá que es populismo, pero él le robó el slogan a @danilomedina haciendo lo que nunca se ha hecho.🙌",
"No, humildad, respeto y consideración!! Todo lo quieren manipular y degradar!!",
Excelente 👏👏,
El @elantinoti es la verdadera oposición 🤣🤣🤣,
Si fue en jet blue me gustaría que se retrase como los demás vuelos y que ase las penurias y la impotencia que sufrimos los de la diaspora,
Excelente 👌,
"Si viaja en jet privado derrocha dinero, si va como simple mortal, populista😂 lo que si no va cambiar es que sus compañeros de partido están cagando el gobierno actual",
El suegro está cumpliendo con su palabra 👏🏼,
Esto es Austeridad al 100% x 1 y eso que en USA tienen el Airbus1 o el avión presidencial. Su Santísimo.,
"Es austeridad, pero no importa un carajo porque su estado de emergencia nos esta llevando a la quiebra... Y el lo sabe muy bien que ese estado de emergencia es para pedir prestamos sin limite. 🔥",
Puede ser rico de cuna pero es humilde de corazón así que él puede hacer lo que quiera no veo q esta mal ?,
"Buena la iniciativa del presidente dominicano pero compraron 10 asientos por su seguridad. Donde está la austeridad en ese caso?  Entiendo hay que protegerlo, le corresponde por su cargo, pero porque querer explotar políticamente ese viaje? Eso debería ser por norma.",
Esta muy bien de su parte los ignorante dirán que es publicidad y eso pero yo no lo veo así es un hombre bastante humilde y lo ha demostrado en otra momento,
Yo lo veo bien 👍 espero no equivocarme,
Que se acostumbren a ver a ese señor 20 años gobernando a dios PLD  eso delicuentes,
Yo lo veo fuera del poder si la canasta y lo combustibles no bajan 👏👏👏,
@chpasalem así mismo es coño la gente como quiera es malo,
Es austeridad porque el mismo podia pagarselo con su propio dinero o nos equivocamos con eso??,
Que viaje en Jet privado…que se deje de pendejadas….hay que poner toda la seguridad y escoltas en esos aviones…los Presidentes tienen que hacer vuelos privados. Con la bandera del país de logo…,
Lo veo muy bien pero cómo siempre todo lo criticamos,
"Pero hay que decirlo que es buen asesor @devengo, pero le recuerdo que en #RepublicaDominicana 🇩🇴 no somos INDIOS todavía, usted sabe bien que ese no es el ESTILO y la CULTURA de @luisabinader. Será que ya están trabajado en la Reelección, que se ponga a Gobernar mejor.",
Criticar todo también es una condición psicológica,
"El Presidente es un bacano,esta mostrandole humildad a los habaldores👏👏",
"Las dos cosas, obvio.",
Eso es un presidente del siglo 21 horizontal una personas normal así se comportan los líderes de la europea nórdica . Tenemos que dejar esa vaina que un presidente estaba en la atmósfera.,
Eso se llama humildad y el siempre ha sido humilde.🙏🏼,
"Al menos lo hace, los otros hasta un alcalde de campo quería viajar en un Jet privado",
Yo lo veo bien pero estoy 100 % seguro que no viajará siempre de esta manera. El presidente es la persona más importante de un país y su seguridad es vital.,
Campaña esta haciendo se esta vendiendo como el mas humilde. Donde esta el millón de empleo. Yo subo y me graban cuando entre eso fue planeado.,
Marketing o no los goviernos anteriores no lo isieron no lo an echo y ni lo aran por que tienen sus nombre que no balen un centavo por mas denero que tengan,
Lo único que sé es que Danilo no puede hacerlo 😂,
Las únicas opinienes en contra son la de los malditos peledeista,
Populismo barato ! Pero como borregos nos gusta,
Mero populismo,
Muy bien mi presidente,
K es k nadie puede ser la diferencia de otros precidente ok póngale k sea populismo pero por los menos está lo está aciendo diferente a los demás y para my es buenos por k así cualquier ciudadanos tendrás el chance de aserle saver su inquietud muy bien por el y k siga así para k todos vean k no es tan dificil ablar con el precidente k se lo puedes encontrar en cuarquier buelo,
@alfredomartinezp hermano el avion presidencial es de gonzalo y como lo estan por involucrar y metieron gente de ellos presa no lo presto😂😂😂,
Es un presidente diferente  eso es todo aún que lo que están a su alrededor lo dañen,
"Elantinoti, Sergio, pero eso deberíamos aplaudirlos,beso es austeridad.👏👏👏👏",
"Así es q se hace, no como tu..",
Lo que supuestamente se están ahorrando no se ve por ningún lado...,
"Yo estoy de acuerdo con ese método, lleva un mensaje positivo al pueblo dominicano, y a la vez demuestra confianza",
"El hablo de eso de economizar, ahora lo acaban 😂😂😂😂 pero el le dará su galleta sin manos cuando sea prudente.",
Una payasada.,
K está asiendo muy bien su trabajo  no como todo delincuente presidentes anteriores,
Quiero ver el tuyo 😁,
Un rotundo populismo 🤦🏻‍♂️,negativo
"El mejor, sencillo y luchando por su pais",
"Para mi populismo , aunque lo admiro en muchas cosas en  su trayectoria como Presidente !!",negativo
"Sergio yo pienso que el presi debe viajar como le dé la gana, esos son problemas de él.",
"Populismo si en verdad hubiese austeridad, gastaríamos menos en publicidad gubernamental",negativo
"@ofosfoodtrucks 😂😂😂😂😂😂😂😂😂😂😂 Más grande, lujoso y moderno que el Air Force One!!!",
@dcapellanm Buena pregunta. @luisabinader,
@bonillazoila O Spirit 😂,
Creo que no es justo evaluar esa acción del presidente es su decisión y si es en base de ahorrar lo valoro bien de mi parte aunque sea populismo como dice Sergio Carlo no vea si el vaso está medio de agua o medio lleno creo que aveces podemos dejar pasar algunas cosas por que no siempre los análisis serán correcto da pena que busquemos la quinta pata al gato cuando en realidad nos afecta lo que puede alejar el gato que puede tener 5 patas,
"Para que vean, y el Cherry se va en avión privado... Tomatoes Tomatos.",
"El antinoti comenzó bien. Pero ahora todo es criticar, todo esta mal, todo lo que hace em gobierno actual es desnuda a ver que elemento se puede vender como negativo. Todo esta mal y a veces me pongo a preguntar... En que ayuda al pais tratar de hacer entender que esta mal hasta lo que esta bien... que aporta el antinoti al pais con ese objetivo de dañar??? Yo una vez hasta queria participar como integrante pero imaginate. Critican hasta s Milagros German que estabs ocupando un puesto por primera vez, buscandome la 5ta pata en lugar de ayudar y aportar. Imagino que ya ella queria salirse del cargo por la presión y presión de alguien que imagino ella estimaba. Sea populismo o sea lo que sea es una buena acción y lo hicieron y ningun gobierno anterior lo habia hecho, acción que no me sorprende porque va acorde con lo que predican. Que no nos complacen a todos gobernando??? Ningun gobierno nos complaceraa todos... que se les ha puesto dificil gobernar?? Yo les doy un 100% porque seguimos creciendo... que es a base de prestamos??? Alguna sugerencia,  otra opcion o mejor idea???. Solo se han consentrado en dañar, lo que sea pero dañar y eso a mi país no le suma. Ofrezcan soluciones,  no problemas que bastante tenemos.",
Eso mas populismo que el diablo!! Porque no has quitado todas esas botellas que todavía está cobrando del gobierno pasado 🙄,
Esto es un mesaje claro de nuestro presidente de que en estos momentos debemos ser austeros con el dinero del gobierno ¡!,
Segio carlo lo único que le importa son sus like más nada dinero y más dinero el vive de eso,
Se merece eso y más y es austeridad,
Es el cambio no más de lo mismo 🔥🔥bien @luisabinader pasó por paso bien,
😂😂😂😂😂😂😂,
"Lo que quiere llamar la atencion , si desea derochar tanta humildad que se mude  pa' guachupita",
Esa es su esencia! En mi opinion!,
Algo distinto. Hacer lo mismo y esperar resultados distintos es locura. Muchos presidentes y todos hicieron lo mismo. Si queremos cambios las acciones tienen que ser distintas y optaron por no mal gastar entonces no es populismo,
👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,
Gasta millones para un discurso de 30 minutos y aquí lo vemos en un vuelo comercial. No lo Rick tu dime?,
"Bien por ellos,son ciudadanos que ahora ocupan cargos y mañana?",
Populismo. Viaja en vuelo comercial mientras su gabinete está lleno de botellas. 🙃,
"No lo veo bien, hasta su seguridad esta en juego .",
"@karenpiment  profundo ese análisis. Tranquila estoy, creeme.",
"Algo es que hay que recalcar es que nuestro presidente y su Bella esposa an sido muy cálidos con el pueblo, son muy carismáticos, y la accesibilidad como Nunca Antes visto en el país.",
Para mi es show,
@kpininimemes2.0 😂😂,
Bueno👏,
Jajajaja como quiera es malo,
@gomez030472 representa ahorro caballero 😂😂ilustrese,
Si se va en el privado también lo iban a criticar 😂😂😂,
Predicar con el ejemplo.,
Como quiera  se quejan. Yo lo veo muy bien por el,
Lo veo muy bien #antinoti,
Lo que ustedes los incrédulos y aceitoso quieran creer. Crean lo que le de su maldita gana.,
Ese vuelo es de JetBlue? Ahí está la respuesta,
Es esta bien no ahy que criticarlo,
Pero si èl le da la ganas compra un jet privado con su dinero.. como hacen los urbanfalcon...jajaja,
No te conosco pero me siento como si te conociera pork ya hasta sueño cuando duermo con el antinoti,
"Eso esta muy bien pork no todos deve ser ego y aparataje, saludo sergio🇩🇴🇩🇴🇩🇴",
Yo tengo opiniones encontradas.,
"Revisemos si ahí es que se van los cuartos, por favor.",
"Populismo, bulto to'.",
Yo lo que pienso que esos son actores jaja 🤣,
"No sé lleven de eso, porque Dañino antes andaba brincando charcos y mira donde paro el lodo😂😂😂",
"Bastante bien, antes de el ninguno lo hizo, 👏👏👏👏👏👏👏 ahora solo falta sacar a todos esos viejos del cenado",
Esto es lo que es es austeridad en su máxima expresión grande presidente 🔥,
Si que baje la comida también yo te sigo Sergio pero esto está tan malo aquí que ya ni puedo seguir aportando porque ya el dinero no alcanza y defiendes mucho y aquí en RD estoy está cabron hermano,
"Populismo o no, lo hizo! Tenía que hacerlo? No. Pero lo hizo. Y punto.",
@gabriel.puello el hecho de que Luis Abinader viajó en un vuelo comercial con gente común.,
Si el no tiene un avión cual es el problema ?,
Como debe ser,
Se predica con ejemplo. Bien!,
"La pregunta seria ,como el viajaba antes de ser presidente ???",
Como quiera es malo por eso es que estamos así,
"Se lo que sea, no gasto si me to en avión privado",
😂😂😂😂 populismo 😂😂,
@joeldelorbeoficial entremos en debate ... Cuando el y su familia se monto en clase económica nunca? Eso se llama populismo que sera bien acogido por ustedes y mal visto por la oposición . Por que populismo? Porque ese nunca en su vida se montó en clase e,
"Excelente esto manda un buen mensaje a los ministros y funcionarios, de que si el presidente viaja 3n clase económica ellos tambien deben de hacerlo",
"Sera que la envidia los esta matando que no paran de criticar las acciones del presidente, del gobierno en general . A todo le buscan un periquito.  Que les molesta?  Que no son uds los que fueron invitados? Los que van a viajar? Santisimo!!!",
"Populismo. Viajar en clase de negocios no es algo del otro mundo, por protocolo de seguridad nacional debería ir en clase ejecutiva/negocios.",
Ahi si!!! 👏,
Eso no es populismo no estamos en esa necesidad ni que estuviéramos en elecciones por Dios￼,
Sea lo que sea está muy bien el mensaje que se quiere transmitir al pueblo 👏,
Conciencia y humildad de un presidente con los pies en el pueblo popular que no es tiempo de lujo y fantasía en tiempo de pandemia hay que gastar menos y hacer más ese es el presidente Luis Abinader 👏👏👏,
Como quiera hablan.,
Austeridad.  Eso está muy bien. Deberían hacer lo mis@so sus funcionarios,
Es un buen ejemplo independientemente de lo que otros puedan pensar,
Solo sé que como quiera es malo… siempre alguien va a aplaudir y otros a criticar. Qué hacemos?,
"Me imagino que es austero, por eso tantos préstamos todos los meses y el regalo de millones de los funcionarios. Se acerca diciembre, ya me imagino a Peña Guaba repartiendo",
Nunca se puede complacer a todo el mundo… cuándo se vería al Conde de Villa Juana o al gato sanjuanero volando comercial?!,
Joder. Pero para @elantinoti TODO es malo 🤦🤦,
"Muy humilde 👏👏👏. Dios lo proteja a el y su familia, esperemos que no aparesca un malintencionado/a que atento en contra de su vida o la de su familia.Dios lo bendiga.",
Si te lo meten lloras y si te lo sacan también. Todo lo critican.,
Populismo buscando camara,
"Estar Cerca del pueblo, es una buena acción porque es difícil tomar desiciones alejado de las necesitadas que el pueblo necesita",
Cuando el ordene reducir los gastos de publicidad del gobierno y eliminacion de dependencias innecesarias se le puede creer mientras tanto no. Un país que tiene 5 instituciones trabajando el tema de desarrollo fronterizo 😒,
"Mientras tanto, en el salon de la justicia, a Dominguez Brito no le fue tan bien con la diáspora 😂😂😂😂😂😂",
"Él se merece todos los aplausos 👏👏👏👏👏👏 Dando el ejemplo, nunca antes visto",
Ustedes todo lo ven mal si gastan o no gastan! Si roban son ladrones y si no roban se hacen los más serios por favor mas empatía y menos crítica lo bueno también debe reconocerse un país no cambia de la noche a la mañana y en tan solo un año ha hecho lo que otros presidente en dos periodos no hicieron! Déjenlo trabajar para eso están las elecciones y al pueblo que decida cómo lo hace cada 4 años!,
Las dos jajaja más populismo que austeridad 😂😂 que ridículo,
Pudiera ser las dos cosas y yo haría lo mismo también,
"A propósito en que línea aérea fue que el presidente viajo, fue en Jetblue?😂😂😂😂",
"Mi presidente @luisabinader presidente de la República Dominicana mi opinión personal es que no está bien que el presidente viaje en ese tipo de vuelo por seguridad, aunque la tecnología esté tan avanzada no debes acostumbrarse a viajar así. Recuerdo en los tiempo de Pablo escobar que esos narcotraficante mandaron una bomba con un suicida. 😢",
Cómo quiera es malo si anda en jet privado es malo si anda en comercial es malo si anda en barco es malo  que ande como el quiera,
🙌🙌🙌🙌👏👏👏👏,
Populismo barato e innecesario de su parte.,
El presidente más popular de los últimos 30 años no necesita populismo déjense de eso que eso es humildad,
"Excelente de su parte, le saca provecho a lo que es.",
"@amanda_mabelleg es así mana! Pero bien por ellos. Ya es hora de que los políticos no se crean superior a los demás por el simple cargo, sino que sirvan al pueblo desde el cargo, con humildad.",
Lo veo bien pro que le dice al puedo que si quiere hacer las cosas bien y en la historia de RD nunca un precidenta había echo eso👏🏽,
Abinader puede viajar como le dé su gana 😎,
"Mi opinión es que finalmente tenemos un Presidente con los pies sobre la tierra. Aunque millonario de cuna, humilde como el que más.",
Se monta en vuelo comercial para no gastar y antes de eso gasta 19millones en la presentación de su primer año... P O P U L I S M O AL 1000% @elantinoti,
Austeridad 🇪🇸,
"👏👏👏👏 excelente, el es un ciudadano que en la actualidad tiene la responsabilidad de dirigir nuestro país, pero es un ser humano común",
"Yo lo veo como un mensaje de austeridad. Porque vamos a estar claros. Ese grupo tiene dinero en su mayoría pa pagar un jet privado para sus vuelos desde hace añales, sin comprometer dinero del estado. Gente adinerada desde hace siglos. Así que es un mensaje de humildad y sencillez lo quieras o no. MUY BIEN!!! 👏👏👏👏👏",
Bueno Sergio se predica con  ejemplo a ke ahora ningun funcionario de quinta se atreve a ha hacerlo,
Esta muy bien que saludes y que viaje en vuelos comerciales ya lo anteriores presidente viajaban en vuelos privados,
Muestra de algo diferente dentro de los gobiernos que han pasado  eso esta bien,
Esa psicólogia y estrategia de esta administración es para los pobres de mente. A mi no me engaña.,
"Pero si David Cameron, ex ministro de Inglaterra, agarraba su maletica y se montaba en su British como cualquier otro inglés, porque este no lo puede hacer... Populismo o no, al menos está  siendo coherente",
"Populismo o no, es más económico para el país, no como los anteriores que viajaban un grupo como de 60 funcionarios.",
"Yo creo que @luisabinader mostro fue autenticidad y como no estamos acostumbrados a eso, por eso se hacen críticas y según mi humilde opinión eso es parte del cambió, aunque falta mucho estamos en el camino👏👏👏👏",
Muy bien hecho,
"Bueno al parecer no saben lo que es dar ejemplo aunque pueda hcer lo contrario trata de hacer lo correcto, los ex presidente y los medinas se iban el privado hasta la prima de la empleada imaginese sus familia como era quw andaban todos con el dinero del pueblo. Me parece bien  no es populismo hay crisi. No es cuestion  de politiqueria. Hay que mirar lo positivo no solo lo negativo es el presidente de todos ya tiene que aceptarlo.",
@giovannyherrera23 los hijos de nosotro no todos  hacen todas las cosas bien aunque nosotro se lo inculquemos hacen en em camino lo que ellos crean y esta en su corazon esta en nosotro que cuando nos demos cuenta se lo aplaude y le ayude apoyandolo a que ,
@m.echavarriam pero el puede hacerlo. Inveatigar quienes van hay. Que tipo de gente. Todos por la misma causa pero si  ir en avion privado,
"Populismo, si en su vida antes de ser presidente no viajó de esa forma hacerlo ahora es solo para finjir algo que no es, no se ve  natural, debe ser más original el presidente anda queriendo copiar y se nota mucho!",
Y de que vale que el Presidente viaje en clase económica cuando sus funcionarios están robando a manos llenas 🤷🏻‍♂️,
Esos es humildad. Todos somos iguales. 👏👏👏👏👏👏,
Bien Tio Abi asi se hace 👏👏👏,
@sergiocarlo 🚨De regreso que se hospeda en un hotel en punta Cana y pide un Uber. 🚨🚨🚨Ya veremos que pasa 🧐 #antinoti,
"Lo importante es que gasto el 5% de un jet privado. Y sea por popularidad o por austeridad, bien por el presidente. Lo bueno también hay que resaltarlo.  #palosibogapalosinoboga",
Hemos visto que el presidente y su esposa son personas humilde que le gusta mantener contacto con su pueblo. Más que populismo creo que esto es un mensaje que están enviando  a los funcionario que le gusta la exclusividad y el confort . Por algo se debe empezar el cambio.,
"No es populismo, es conciencia. Estamos cansados de los funcionarios que llevan la buena vida a costa de nuestros impuestos.",
"Pienso q por seguridad y porque es un viaje oficial, además es el PRESIDENTE debió viajar diferente. Si lo q quiere es dar él ejemplo con la austeridad q lo hagan los funcionarios.. pero igual es muy loable ese  gesto de sencillez y humildad de la pareja presidencial 👏👏",
"Entiendo que sea humilde. Pero no se trata de una persona adinerada, es la seguridad de un presidente. Y creo que eso va primero que todo, seguridad.",
"Creo que es una jugada estratégica y con visión de futuro. Este tipo de cosas humaniza  la imagen del presidente y hace que el dominicano la conserve en sus memorias. A futuro, a pesar de que nos traguemos un ""cable"" con todo estando más caro, esos actos permanecen en la memoria de cara a unas futuras elecciones(que no está mal y en su posición haría lo mismo).",
"Al fin la hipocresía de los que dicen que es populismo, pero cuando Danilo en sus primeros meses de gobierno andaba con poca seguridad, solo su vehículo y la el de algunos seguridad atrás y brincando chalcos ahí si era humildad y austeridad.  Ahora no! Porque no es el presidente Pledeista. 🤣",
No importa que sea populismo lo que yo so se que ese populismo salió más barato que los jet privado alquilado por las gestiones pasadas 🤷,
Carajo pero como sea es malo. Bien por el presidente,
Marketing. Y del mejor!,
"Mueven un brazo, @elantinoti de una vez, ""miren que falta de respeto del presi al mover el brazo 😂😂😂😂""",
Sirve para las dos cosas,
Eso es una obra 🚧 de caridad 😂😂😂😂😂😂😂😂,
Cómo quiera es malo 🤯 que fuerte,
No está mal.,
"Lo veo excelente, que con las medidas de seguridad que se requieren (por ser el presidente) pueda subir a un vuelo comercial. Aplaudo la humildad de nuestro presidente, que sin duda falta en muchos de los funcionarios",
Lo estamos esperando a nuestro comando en jefe @luisabinader,
Excelente 👏👏👏👏👏,
Sergio Carlos hay otras cosas que no te he visto publicando deja de ser bocina de la fuerza del pueblo que a ti después de que margarita no es nada estas muy activo,
"El presidente @luisabinader esta haciendo poso lo posible por hacer un mejor país, 🙌🙌🙌🙌👏👏👏",
"Yo le llamaría humildad, de eso esta hecho el señor presidente",
To el mundazo pasandole papelitos pa su Botella... 🍾🍾🍾,
Muy bien por el presidente. Ahí está demostado el carisma y popularidad que se ha sabido ganar. Se está robando el show con su manejo tanto en la presidencia como con la ciudadanía. 🙌👏,
Muy bien. Mejos aparataje y mas humanidad,
"Un presidente rico de cuna , o sea que le sobra el dinero para irse en uno privado. Yo digo Austeridad 🙌",
Me gusta … igual como reciben a los PLdistas en NY… al menos ese hombre creció con algo de dinero y no tiene tanta hambre… comparado con los políticos Muerto’s de hambre que cuando suben quieren acabar con todo,
Como quiera es malo... La gente siempre va a criticar. Que vuele dónde le de la gana 🤷🏻‍♀️,
No estoy de acuerdo,
Buenos yo pienso k eso es pospolimo por estar motivo k el es un presidentes de un pai sabe,
@luisabinader ta pasao 🤣🤣🤣🤣🤣,
"Me gusta; también me gustaría que no se armaran los tremendos tapones que hacen los encargados de su seguridad cuando se traslada de su residencia a su lugar de trabajo, eso  ayudaría a que muchos ahorraran combustible. Vamos todos a ahorrar!!!",
Puro populismo y demagogia,negativo
Y si viaja en avión privado lo critican por que estamos en pandemia y que debería de economizarse lo cualto perooooooo el diablo los entiende a ustedes,
"@argenisdanielpaulinomorel así es, ahora le hecha la culpa a los ministros, a TRUJILLO ningún ministro le jugaba chueco, si el presidente quiere los ministros hacen las cosas correctamente, solo basta con poner el ejemplo botando dos o tres.",
"Excelente tu reflexión, así es",
La pregunta es ¿lo han hecho antes en su vida privada? Este populismo me está dando miedo.,negativo
@latorapoing rata,
"@elantinoti populismo, sus empresas, su patrimonio, y su (investidura) justifican otra manera de viajar",
@luisabinader querido el pueblo está contigo.,
@evamariagot Muchas gracias por advertirlo estuve a punto de hacerlo,
"@elantinoti Al César lo del César... tal vez otros funcionarios y personas allegadas a nuestro Señor presidente no tengan el mismo nivel de conciencia y sentido común que él, pero siento que sus acciones son honestas y su deseo de ver al país convertido e",
Pienso qué hay algo de ambas,
@evamariagot ok😂😂,
Pupolismo...si fuera austeridad le bajara el budget a los ministerios,
Bueno creo que esta bien nuestro ciudadano presidente demuestra ahi que es humilde que es sencillo y respeta sus conciudadanos con sus impuesto no gastando en viajes de primera rentando avión,
Gracias señor presidente por dar muestra de lo que es ser humilde,
